time_s,z_low_um,z_high_um,z_mid_um,count
290.0,1400.0,1500.0,1450.0,33
290.0,1500.0,1600.0,1550.0,34
290.0,1600.0,1700.0,1650.0,16
290.0,1700.0,1800.0,1750.0,5
290.0,1800.0,1900.0,1850.0,7
290.0,1900.0,2000.0,1950.0,7
300.0,0.0,100.0,50.0,6
300.0,100.0,200.0,150.0,9
300.0,200.0,300.0,250.0,12
300.0,300.0,400.0,350.0,14
300.0,400.0,500.0,450.0,10
300.0,500.0,600.0,550.0,22
300.0,600.0,700.0,650.0,20
300.0,700.0,800.0,750.0,27
300.0,800.0,900.0,850.0,46
300.0,900.0,1000.0,950.0,46
300.0,1000.0,1100.0,1050.0,45
300.0,1100.0,1200.0,1150.0,43
300.0,1200.0,1300.0,1250.0,64
300.0,1300.0,1400.0,1350.0,41
300.0,1400.0,1500.0,1450.0,28
300.0,1500.0,1600.0,1550.0,23
300.0,1600.0,1700.0,1650.0,17
300.0,1700.0,1800.0,1750.0,16
300.0,1800.0,1900.0,1850.0,9
300.0,1900.0,2000.0,1950.0,2
310.0,0.0,100.0,50.0,5
310.0,100.0,200.0,150.0,13
310.0,200.0,300.0,250.0,10
310.0,300.0,400.0,350.0,8
310.0,400.0,500.0,450.0,18
310.0,500.0,600.0,550.0,19
310.0,600.0,700.0,650.0,20
310.0,700.0,800.0,750.0,27
310.0,800.0,900.0,850.0,39
310.0,900.0,1000.0,950.0,51
310.0,1000.0,1100.0,1050.0,48
310.0,1100.0,1200.0,1150.0,50
310.0,1200.0,1300.0,1250.0,49
310.0,1300.0,1400.0,1350.0,38
310.0,1400.0,1500.0,1450.0,35
310.0,1500.0,1600.0,1550.0,22
310.0,1600.0,1700.0,1650.0,24
310.0,1700.0,1800.0,1750.0,16
310.0,1800.0,1900.0,1850.0,6
310.0,1900.0,2000.0,1950.0,2
320.0,0.0,100.0,50.0,6
320.0,100.0,200.0,150.0,4
320.0,200.0,300.0,250.0,15
320.0,300.0,400.0,350.0,9
320.0,400.0,500.0,450.0,16
320.0,500.0,600.0,550.0,24
320.0,600.0,700.0,650.0,18
320.0,700.0,800.0,750.0,36
320.0,800.0,900.0,850.0,34
320.0,900.0,1000.0,950.0,49
320.0,1000.0,1100.0,1050.0,59
320.0,1100.0,1200.0,1150.0,47
320.0,1200.0,1300.0,1250.0,34
320.0,1300.0,1400.0,1350.0,38
320.0,1400.0,1500.0,1450.0,37
320.0,1500.0,1600.0,1550.0,26
320.0,1600.0,1700.0,1650.0,21
320.0,1700.0,1800.0,1750.0,20
320.0,1800.0,1900.0,1850.0,3
320.0,1900.0,2000.0,1950.0,4
330.0,0.0,100.0,50.0,3
330.0,100.0,200.0,150.0,6
330.0,200.0,300.0,250.0,9
330.0,300.0,400.0,350.0,11
330.0,400.0,500.0,450.0,15
330.0,500.0,600.0,550.0,24
330.0,600.0,700.0,650.0,31
330.0,700.0,800.0,750.0,21
330.0,800.0,900.0,850.0,38
330.0,900.0,1000.0,950.0,45
330.0,1000.0,1100.0,1050.0,62
330.0,1100.0,1200.0,1150.0,42
330.0,1200.0,1300.0,1250.0,48
330.0,1300.0,1400.0,1350.0,41
330.0,1400.0,1500.0,1450.0,30
330.0,1500.0,1600.0,1550.0,20
330.0,1600.0,1700.0,1650.0,24
330.0,1700.0,1800.0,1750.0,11
330.0,1800.0,1900.0,1850.0,12
330.0,1900.0,2000.0,1950.0,7
340.0,0.0,100.0,50.0,6
340.0,100.0,200.0,150.0,5
340.0,200.0,300.0,250.0,8
340.0,300.0,400.0,350.0,7
340.0,400.0,500.0,450.0,14
340.0,500.0,600.0,550.0,20
340.0,600.0,700.0,650.0,31
340.0,700.0,800.0,750.0,31
340.0,800.0,900.0,850.0,44
340.0,900.0,1000.0,950.0,39
340.0,1000.0,1100.0,1050.0,54
340.0,1100.0,1200.0,1150.0,43
340.0,1200.0,1300.0,1250.0,47
340.0,1300.0,1400.0,1350.0,37
340.0,1400.0,1500.0,1450.0,34
340.0,1500.0,1600.0,1550.0,26
340.0,1600.0,1700.0,1650.0,19
340.0,1700.0,1800.0,1750.0,19
340.0,1800.0,1900.0,1850.0,9
340.0,1900.0,2000.0,1950.0,7
350.0,0.0,100.0,50.0,7
350.0,100.0,200.0,150.0,1
350.0,200.0,300.0,250.0,13
350.0,300.0,400.0,350.0,10
350.0,400.0,500.0,450.0,9
350.0,500.0,600.0,550.0,15
350.0,600.0,700.0,650.0,24
350.0,700.0,800.0,750.0,32
350.0,800.0,900.0,850.0,46
