time_s,r_inner_um,r_outer_um,r_mid_um,count,shell_volume_um3,density_per_um3
420.0,500.0,750.0,625.0,93,1447750614.5292964,6.423758281756065e-08
420.0,750.0,1000.0,875.0,154,2704387675.965212,5.694449851574497e-08
430.0,0.0,50.0,25.000000000000004,1,3665191.4291880922,2.72837045300392e-07
430.0,50.0,100.00000000000001,75.0,0,9948376.73636768,0.0
430.0,100.00000000000001,150.0,125.0,1,19373154.697137043,5.161781938115528e-08
430.0,150.0,200.0,175.0,2,31939525.311496243,6.261833826566371e-08
430.0,200.0,300.0,250.0,4,114144533.08042914,3.5043290222068704e-08
430.0,300.0,500.0,399.99999999999994,30,517315590.2911194,5.7991679669111646e-08
430.0,500.0,750.0,625.0,92,1447750614.5292964,6.354685612059763e-08
430.0,750.0,1000.0,875.0,163,2704387675.965212,6.027242375367812e-08
440.0,0.0,50.0,25.000000000000004,0,3665191.4291880922,0.0
440.0,50.0,100.00000000000001,75.0,1,9948376.73636768,1.005189114264602e-07
440.0,100.00000000000001,150.0,125.0,2,19373154.697137043,1.0323563876231056e-07
440.0,150.0,200.0,175.0,0,31939525.311496243,0.0
440.0,200.0,300.0,250.0,4,114144533.08042914,3.5043290222068704e-08
440.0,300.0,500.0,399.99999999999994,29,517315590.2911194,5.605862368014126e-08
440.0,500.0,750.0,625.0,93,1447750614.5292964,6.423758281756065e-08
440.0,750.0,1000.0,875.0,167,2704387675.965212,6.175150163720396e-08
450.0,0.0,50.0,25.000000000000004,0,3665191.4291880922,0.0
